Input-Output Table at Current Prices 2023 - Code,Input-Output Tables (IOTs) 2018 (Thousands of Saudi riyals) - Economic Activities (ISIC Rev. 4),"01 - Crop and animal production, hunting and related service activities",02 - Forestry and logging,03 - Fishing and aquaculture,05 - Mining of coal and lignite,06 - Extraction of crude petroleum and natural gas,07 - Mining of metal ores,08 - Other mining and quarrying activities,09 - Mining support service activities,10 - Manufacture of food products,11 - Manufacture of beverages,13 - Manufacture of textiles,14 - Manufacture of wearing apparel,15 - Manufacture of leather and related products,"16 - Manufacture of woods, wood products and cork except furniture",17 - Manufacture of paper and paper products,18 - Printing and reproduction of recorded media,19 - Manufacture of coke and refined petroleum products,20 - Manufacture of chemicals and chemical products,21 - Manufacture of basic pharmaceutical products and pharmaceutical preparations,22 - Manufacture of rubber and plastics products,23 - Manufacture of other non-metallic mineral products,24 - Manufacture of basic metals,"25 - Manufacture of fabricated metal products, except machinery and equipment","26 - Manufacture of computer, electronic and optical products",27 - Manufacture of electrical equipment,28 - Manufacture of machinery and equipment n.e.c.,"29 - Manufacture of motor vehicles, trailers and semi-trailers",30 - Manufacture of other transport equipment,31 - Manufacture of furniture,32 - Other manufacturing,33 - Repair and installation of machinery and equipment,"35 - Electricity, gas, steam and air conditioning supply","36 - Water collection, treatment and supply",37 - Sewerage,"38 - Waste collection, treatment and disposal activities; materials recovery",39 - Remediation activities and other waste management services,41 - Construction of buildings,42 - Civil engineering,43 - Specialized construction activities,45 - Wholesale and retail trade and repair of motor vehicles and motorcycles,"46 - Wholesale trade, except of motor vehicles and motorcycles","47 - Retail trade, except of motor vehicles and motorcycles",49 - Land transport and transport via pipelines,50 - Water transport,51 - Air transport,52 - Warehousing and support activities for transportation,53 - Postal and courier activities,55 - Accommodation,56 - Food and beverage service activities,58 - Publishing activities,"59 - Motion picture, video and television programme production, sound recording and music publishing activities",60 - Programming and broadcasting activities,61 - Telecommunications,"62 - Computer programming, consultancy and related activities",63 - Information service activities,"64 - Financial service activities, except insurance and pension funding","65 - Insurance, reinsurance and pension funding, except compulsory social security",66 - Activities auxiliary to financial service and insurance activities,68 - Real estate activities,69 - Legal and accounting activities,70 - Activities of head offices; management consultancy activities,71 - Architectural and engineering activities; technical testing and analysis,72 - Scientific research and development,73 - Advertising and market research,"74 - Other professional, scientific and technical activities",75 - Veterinary activities,77 - Rental and leasing activities,78 - Employment activities,"79 - Travel agency, tour operator, reservation service and related activities",80 - Security and investigation activities,81 - Services to buildings and landscape activities,"82 - Office administrative, office support and other business support activities",84 - Public administration and defence; compulsory social security,85 - Education,86 - Human health activities,87 - Residential care activities,88 - Social work activities without accommodation,"90 - Creative, arts and entertainment activities","91 - Libraries, archives, museums and other cultural activities",93 - Sports activities and amusement and recreation activities,94 - Activities of membership organizations,95 - Repair of computers and personal and household goods,96 - Other personal service activities,97 - Activities of households as employers of domestic personnel,Total Intermediate Consumption,Households final consumption expenditures,Government final consumption expenditures,Non profit institutions serving household final consumption expenditures,Final consumption expenditures,Fixed capital Formation,Change in inventories,Gross capital formation,Export of goods,Petroleum Exports,Export of services,Total Export,Final Demand,Total imports,Total Output
13,Manufacture of textiles,32128.837037228644,1002.6656643690274,16426.537945947137,6.726515090423719,11073.243270386825,677.7352930921476,2893.3368843069,885.6460446044149,11175.885956466,2068.7271736473494,3647534.7975988197,1890026.9935408814,11954.111819763868,16786.425800604782,36733.93709343025,1775.861228518987,9829.881461037341,259440.1724991865,4362.72070439937,9655.145395433454,9293.750082379152,10399.471578259216,14329.833412413454,1284.89489460556,13406.166965942743,12297.269843460308,3858.4246415070143,11313.874769936705,36762.11190775016,44746.10049950439,6065.724025076482,1544.787749301347,1515.4640963848183,1343.3338147210002,4286.50315666876,91.83215454145729,474848.6979225967,141407.7982159733,1360712.7691077618,102622.63220370149,31885.433293986167,1343653.063625743,12145.257832351836,3255.0877724162506,2828.2487739216235,14147.839029623492,6057.731638446558,2314632.3624480194,341065.5821739145,3095.7233660431198,15029.00132982502,306.98841772838347,4204.093289476381,1421.643721109454,2381.6613912301646,33.238942762603386,0.49017796052016,0.6387543528108145,633866.156715984,25230.35135574996,4726.086211407058,7938.644562946633,5605.542234184003,2696.3242906495243,15000.194456217418,294.25319552506284,4936.383313825588,5179.953144592288,6533.361962975261,3326.0123009490903,3283.5259499485696,6609.865597406935,298947.62923978147,633649.9904042862,619499.1771759947,826.9216385393872,3209.425666102009,1560.3421254839732,30014.34724864061,45310.417583316754,14709.866226469912,190849.96108011986,742277.9796411151,0,15620797.629270822,10822229.23240256,312.4902486317041,1.9769032367802715,10822543.699554428,3615944.030985586,112361.31013746966,3728305.3411230557,903778.824327491,363.41630424574527,255191.58394698103,1159333.8245787178,15710182.865256201,9274886.494527023,22056094
14,Manufacture of wearing apparel,1487.7342556269589,190.6072511481109,98.85564415564532,2.4588542008253085,17691.227358861906,347.0870511177915,1298.7799404407804,455.97323588122765,9875.81326852252,3571.067478546161,115200.89369211858,211038.97770520134,864.0315344071112,951.8775525680938,1416.3894246202774,1841.0504656760463,2191.881834547289,10752.120151121735,42930.58232805855,1289.4366458613358,2541.3312974913115,1101.4039836123357,714.6500967909263,123.06866733327736,3275.2130284320115,457.67646466891085,391.33239563943334,224.35123310818742,1745.513409313045,11510.035401316998,711.2688795845442,11934.241135668593,13269.62472069354,1072.396840847687,570.7497604885901,64.1486742412455,435601.40483236,12709.177503820687,158266.8811935928,265576.05096428556,721214.62797657,512447.97521458165,7743.627244640973,2852.746579064993,2481.779981941393,5233.821811391334,433.68601625144083,16988.83002363484,2262.8320407014066,29748.992760586236,18697.58586242223,960.797982376269,354471.07243899175,110166.07951267717,6967.277874367165,38.68978306152825,0.5705620389167263,0.743503411536356,13170.080730029784,787.1370894935604,1081.9907469433447,1687.7581474941103,229.1175822190722,613.4724400274769,89232.49956051732,35.57328792660726,962.0140445107273,777.6724366313128,1103.3407968008444,724.6551696745443,873.0985826767298,755.2008707646079,11333.352538112465,2577.6136816188487,12404.133163753606,2137.47021822865,1802.038570571909,373.91539108128796,255.32676336764044,100820.20283879522,2358.821428826211,9248.18906034479,14799.903790557,0,3408213.682255651,26850920.96878577,314698.89479312405,26434.178597651266,27192054.042176545,1331932.4033555125,1203574.2305840321,2535506.633939544,442474.8296387636,423.0127917338417,839655.6975927881,1282553.5400232857,31010114.216139376,16926530.898395024,17491797
15,Manufacture of leather and related products,73455.14172752906,838.0001955281916,5384.356060640392,3.042800613435665,25546.59677312575,500.5753683914634,1877.3934405137782,664.9162366219688,20429.87321414805,60180.71597702139,53137.28537918073,81820.26958666465,299955.3035462585,15403.278195183808,32406.87883407178,8192.949619247092,263254.18414834427,161459.87651322782,7667.649133645809,22825.747410905566,58794.31295065426,55486.73707891611,27602.201630568525,3411.1635150087463,45069.152254517394,18247.45413260773,5853.178425630731,4117.055610382739,46884.47305131923,5097.667129432224,7792.780572850702,2161.1906190526433,2386.873366909697,193.80379468442104,135.52116453011195,15.388586645846477,254015.83650405475,7998.459791228483,13825.439407698306,89.15246053024843,101.16753856410384,94111.16055620697,2252.142861119164,982.9635009941513,1195.0374883466354,3002.6997818435357,9.047094312536341,1478.9071717059198,21.31099539763273,5.618368581728378,2876.4817760501214,3.999061713427684,144.0920310913274,50.53176806010719,13.342507075756624,0,0,0,198180.14396950463,8.114427235075858,11.264135656739468,19.86670339458691,6.277609879285878,6.4330543921959595,2829.6883827753727,0.33661006033046215,8.396799461765033,138.57502775551575,178.44338663659326,7.578199580828494,8.794357190826428,6868.478959368319,5231.130339832952,109.28713230428178,9103.616812339502,424.2199752459736,738.2929144684055,1879.3790494093828,12769.800497261293,52545.29496341471,6281.9564243231835,16007.156158281703,2142.3874322814536,0,2115935.292031205,4911330.658855377,26090.99782260507,1336.2462328566046,4938757.902910838,209727.94601043622,6140.534529178827,215868.48053961506,326957.0617069278,0,156546.013570533,483503.0752774608,5638129.458727915,6233196.750759118,1520868.000000001
16,"Manufacture of woods, wood products and cork, except furniture",34125.063706598994,87.98095024815093,2099.045439505169,0.14845510135836823,2129.2336523283625,163.03893677770398,808.1029341884085,351.54477879659333,15859.208015900007,759.3293681013953,522.4181531084969,566.8032843952853,264.4618996701308,1359425.1606112702,588706.4112587442,35037.110557199034,3686.271948275546,32603.050480792514,1072.573754390399,15804.139095169989,92599.5632493562,21981.588110478788,50346.358281468754,534.7421937911483,3366.160302074229,32565.105261300236,1850.2704380010296,123785.4517379492,3061504.788133026,1532.6213748020216,31636.266933165043,80.5602917381126,376.24807745341855,743.190558568038,951.9479631759233,95.74108002670172,7332559.143295053,254310.7212683964,940761.806981336,1972.4981892317462,4855.8824864522,268298.63047451584,126738.47747944352,11455.197995981327,918.9755791608316,60067.88423450509,200.692790710391,308425.1756924255,19003.35818573121,12372.640111239774,4914.423852761166,90.41717309491807,32582.159730174346,1149.7961505166252,635.840294878179,0,0,0,343704.62069754576,179.53170257605336,249.21900140536079,470.9404331960325,144.71699662697682,1459.3489990977625,88.57821047715974,7.447497584811474,523.7540524559456,34374.711871869076,44045.55992276071,248.88059045169038,674.0723989606971,4050.127391536561,26502.056239394547,1939.5586781824713,239772.17286537957,1246.908264800869,926.612859444644,16346.829592046228,3979.3098913952795,9278.380768574318,35297.5914666244,72508.94255058504,577.1428380184951,0,15737932.439013539,898056.3927317659,0,0,898056.3927317659,1953529.235306357,27597.18895377788,1981126.424260135,214607.47160848265,0,2339.7426749990955,216947.21428348176,3096130.0312753827,6656131.470288919,12177931.000000002
17,Manufacture of paper and paper products,34556.0890843534,46.831397327852315,4306.250348292779,115.94226714543095,260.4901418279991,3920.0262972606893,67541.48284185924,1155.4753873910438,37345.46975868133,59533.748219135625,52784.22030486003,19473.36538631995,1154.0768417543588,939011.2898186789,434093.2481358007,555501.8509460303,1456.2568541551532,121867.15085228399,14007.720397753548,15222.886078119309,222514.80175814143,20951.92233203263,32505.945313549768,3063.2036623024983,70171.88848608424,41609.40658908507,4866.029217888657,1277.2397289420542,916632.5304068963,6871.736345707883,9932.840459554283,2045.5478331106533,1610.8088488731573,612.3141863733357,1415.77088919037,636.0721578879267,1017710.5151642957,61576.15429845643,232586.08456881184,407208.0853222811,950482.5058224731,2720015.3596598585,105495.09979296227,89433.68049616228,43751.28414582325,296329.80063890765,51482.90027209441,208539.10465420986,1002.7842121385603,204841.10643252236,64519.12694213806,9999.940171631544,388609.161477811,50074.30267062891,17397.65614258592,357488.88876179256,648.6870898494392,99.56824095923857,710218.4751526584,161293.78346256813,70588.94737779614,352424.410817176,45798.930392229624,84923.42581545489,50263.4807108046,5434.2388800633835,502481.1620068008,134412.5908845411,99206.92454848453,67578.41435912134,59302.89338417003,122665.1475216664,1235068.077547541,961290.189338288,639798.5294032785,6925.731079627405,20592.032149835133,93042.8305473732,146988.16455511004,62585.082348932345,27012.085211172212,35230.21051699739,58316.75672374041,0,16732806.241288474,13465814.13098241,0,0,13465814.13098241,0,1013725.0614610184,1013725.0614610184,2198030.296857815,0,202441.03710543763,2400471.333963252,16880010.526406683,7650009.767695152,25962807.000000007
18,Printing and reproduction of recorded media,404.41900291045545,0.8097569968218675,3.418773885237705,26.073921798313506,144.17703087600358,4538.535820805509,13059.35291440338,3859.93980499269,3274.0758908878015,594.5309966004203,1622.2943202391064,1732.0144491646531,28.28147177329292,13385.161934722764,4256.947777701227,278458.5771650135,3405.556323757109,1802.2011751293226,202.45860819765988,2384.103486614642,8956.466052529457,4357.326426564993,3792.115451693514,273.5480920884403,6966.275500857149,7583.179219315648,1041.7933869242036,355.5720271719656,1104.3336066814072,986.6583391731268,2610.988933898626,281.3982400014886,279.28540989463033,133.08620445311294,178.65281802783957,152.62009169034488,9985.169181962041,15143.761576035677,99537.70530526411,343408.3023863459,311818.2866136644,586523.1677035007,195367.3507455558,4716.906917868393,1381.5992555147457,41165.80734848654,13206.18302800946,5331.178995646411,8149.391204329849,440724.96892300993,10181.91519443883,10951.04217666717,208506.30119291032,57402.699006313465,119320.13891322626,228745.29443399332,6890.160344483962,17132.02179067415,306358.8983853794,102911.11014467325,21161.993985977635,62696.77688101059,6181.643662937522,116895.0417067603,29806.92119229886,4672.42675616687,23470.782478337787,15471.058009770948,66709.2824715654,13812.405696217185,23560.079844734442,19799.433136961456,1073412.0210878807,1002195.8024379597,92965.65377419848,1675.2938514623547,8225.301696619184,10188.144215928944,302381.7721900353,282852.3874458169,30360.61172333413,11268.418232809316,20554.812700438084,0,6757413.656374612,3652156.034800283,0,365.6149475714887,3652521.6497478546,2854617.6285411627,143936.48174661043,2998554.110287773,27338.82476889802,0,12127.767937120872,39466.59270601889,6690542.3527416475,1628541.00911626,11819414.999999998
19,Manufacture of coke and refined petroleum products,2002082.0970353303,9844.299619287305,83471.2327554863,4859.241290594947,64919861.859214574,988384.2514368258,2358976.612027094,601691.3057299731,3507707.0120980535,18794.52618823528,537626.6390878105,434108.3171123122,6093.483965430478,70303.99884833349,264091.94983545895,286899.953877057,75805033.33201651,50243091.91956773,466247.96988943336,3108929.6446920335,5670318.062263994,4440307.973581519,529658.551777796,341708.2015916369,1235780.8881871274,2150427.5667716498,518478.91306530184,696316.8975562154,844710.7746902957,243184.38832542015,3011102.328691403,7310134.950604496,8781035.533108361,340001.51181840216,328466.9761370287,25279.47940452473,17130286.12629576,12746814.082348293,18548658.471775603,18600063.45885277,11105129.466056649,11101943.675986439,14676197.586599898,5964423.964914797,7942905.1246746285,7492571.603795526,1747922.8689869202,209261.853892541,274933.42085028696,487211.58667487855,234335.67736849203,145937.69550796587,1513235.6346410918,200788.3795306643,862593.5379839273,10036320.835355796,168527.1838295935,272929.0205522147,7114124.217714522,385840.46653312666,37367.672102495715,757329.4469442931,439226.4605671352,230032.16288932323,243054.21102052982,21350.146851796733,2488107.133488262,1573822.2226324691,1617649.0540289294,1573118.5593539674,949827.559367135,70541.1120433298,19749068.62834182,673383.6001726015,7915212.104402946,40094.45737794338,274503.6959161123,237280.27545862322,116214.06564328821,615213.6311740684,472264.97354054253,1068592.6175073094,1693955.4384181704,0,434005177.8138282,84355723.8556982,217413.05969878187,17427.31930531389,84590564.23470229,1720096.7584760666,12782862.960794467,14502959.719270535,3037.335547938597,162690497.3055476,2635983.590440048,165329518.23153558,264423042.1855084,56016740.99933662,642411479
20,Manufacture of chemicals and chemical products,497503.9821179497,588.8856287789777,22856.556332452114,754.061100568784,11478866.907740915,133619.02620525888,673284.261595486,128447.91943626497,2024532.3634022607,138715.57726804758,675092.2287674439,631228.9190655554,15357.469645209881,360853.77101161884,2128940.547177399,2784872.1567025715,18789220.93280446,67288679.9766365,2574731.495395246,7934028.862812583,9346740.451230405,4098135.55196237,2832059.9981616186,85273.68236102712,3386996.0974071654,557192.0782161105,551369.9823287689,123620.5987363643,1234986.5396929847,1385217.0876723328,2846003.91136138,1355275.1714786794,7923067.894329444,321127.7970771467,140943.44880059446,12903.810198812103,34395143.28747276,5112050.112679942,30777513.27869732,2827904.5928495717,3209058.302577463,4888277.466667585,780703.6571296332,8424.368780031227,34426.03977271854,32687.691122339715,3490.690204767096,238890.18732805978,89495.43334858153,220774.5978990058,147971.79975880057,4542.718734841674,1184583.662714719,465990.81521772826,279006.32208248245,152398.02248275836,1956.8702403518207,158.9864710708195,3899879.6286738995,793048.6742008058,459039.4317590868,381038.11797745555,79595.56213864993,91756.51996438458,701395.3648567453,7333.44696503949,609510.9531177796,471546.04533998447,797622.1256403996,668729.8868425383,2140788.322352495,1194146.1665766407,806858.1540237253,79333.62361091498,14860287.407383027,140666.19953193344,654437.7743612243,79615.17855229211,112080.93810500053,293061.24870756996,81276.16721701181,119721.08046747305,2543731.1165770995,0,271405038.04103744,37107654.694912225,226143.13707733408,57746.50183036204,37391544.333819926,3277586.2128508277,7121440.479270799,10399026.692121629,106210602.09801576,3244509.936731777,677245.3176386093,110132357.35238613,157922928.37832767,49843824.41936516,379484141.99999994
21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,30065.320481770395,0.5695598328485706,46.70088582739757,5.298965532512149,23994.63017732454,975.6187381335141,2710.9506821585537,831.0029867236613,5502.809138837622,887.5513421464068,314.0688045724574,198.9640189145693,36.1545293498756,1436.5592295647762,4731.587622442834,197.35220751177962,157767.8659261361,333486.68017049483,78119.41884501207,34539.40919039579,43677.82061405937,14740.38743395385,8001.923150632353,3619.6136317186306,33657.849568540376,3177.606830575367,3210.8817529973567,899.1904216703631,1346.127534909232,3808.4714673986327,2116.0193701814064,5834.203044328728,40331.063601426766,2.208364831675633,587.7990556595994,68.49683733740417,94135.94263758213,11282.18083328594,64704.11111583984,14082.798930672421,10223.569732554975,146965.90117305017,524.3693283965569,153.96383802965207,275.9864924762808,483.01114796270986,131.64968707842672,510.6754827010691,310.10905584796524,81.75624572089194,35.23948051524513,58.19274177904252,2096.769432079687,735.318017345586,194.15481044903697,0,0,0,1817.026051891591,118.07788991854935,163.9111833247779,299.2817228925057,331.35501270851165,93.61122681318291,61.86010545269648,11486.056732460436,3474.49554396282,3091.9208576709234,4108.755111514469,729.321725216626,9223.257884455508,1175.252350977566,2021427.844884727,681725.8854838931,9247844.521135423,580.2124813161695,2096.664365423714,41.61041407410842,603.513735455386,1604.5591840278373,249.89114241901456,542.9044326712574,330.4170522351813,0,13181136.084077196,12569832.535291977,8284183.92644206,11613.753164351203,20865630.21489839,0,1273900.65630746,1273900.65630746,2146764.046496764,0,503490.57520229084,2650254.6216990547,24789785.4929049,28514041.576982107,9456879.999999989
22,Manufacture of rubber and plastics products,237531.5380125927,1532.8163197019842,23015.56518164127,65.7262118691193,47752.9699992373,9995.592176059034,26622.279045118987,8162.064952864396,246615.99316912916,90900.77412911657,151075.8251408677,362704.6769827417,1722.8243172662812,103094.31506724346,383140.79671182734,35245.55082256028,56519.00654134356,3588477.048214681,33169.50462989822,498985.1697008071,1594575.545767839,224448.10273263344,946221.2083654832,42099.65788227627,581813.2865219665,57003.272849493624,625525.1575121765,4091.3923794441207,9374.886504479453,44443.889976481834,110183.46848494872,1900.7744937932764,26863.461983532,3362.983384368232,28583.97419332322,1738.1345789303798,3847808.3244663114,1481595.7122358712,1621565.7876687082,45246.45210317567,1939463.419440371,1103257.0635805845,264097.76063567237,66960.1155450042,24478.74638664392,422435.34275534743,57564.204410570426,6862.245535736693,18118.803426146354,158058.0626239317,22181.36269102777,9059.714989930628,2508301.936178364,209685.25462037983,229614.1991696803,2656.2124361357546,384.76233725555153,172.59136198497396,238156.40554630017,78849.51133534886,212143.54707233922,200316.21758427506,3797.2841577185764,32739.102520265722,80783.16526562921,7391.650073076666,90391.95213576304,900.7377855601408,1450.3774218917326,1338.6194332033642,1173.990261345316,10040.015748127345,80022.40010700234,10140.61186256061,240605.40848949377,13332.200309172695,30362.896052024604,42400.9372359939,3522.604198586066,46429.337505704156,10015.130970416976,189232.78170786443,495248.9359670028,0,26368913.13028324,10851162.457684144,0,1216.0090722013454,10852378.466756346,9771386.23844792,106966.82877812751,9878353.067226047,4096105.036648446,0,260601.37496523256,4356706.411613679,25087437.945596073,15784936.07587931,35671415
23,Manufacture of other non-metallic mineral products,1627.8745604676265,6.003749699656703,132.10858230783128,1.2910821317684569,50272.53189674233,229.91972737886135,145045.62988253005,587.0154456883482,33301.68626183453,15461.948260283336,3396.993462260888,1200.8790468400096,367.075575700422,129903.50956854856,255444.4222496248,4484.745906906988,49786.12618608914,1817344.9261620415,22676.58292029737,501497.71637954767,6439233.416059527,124487.54522437639,194966.8069911142,15244.49980459462,33008.25242573991,21664.88367845691,12000.640578249458,22227.736206457444,20060.228366046096,8998.09504786849,28221.652106523026,2336.1546635779205,3317.378306797995,1602.1988312364142,6192.0222141411,562.8689529370729,22857463.58120805,6623947.686425272,3677797.5986975706,94595.84362620334,85167.83997027745,232637.75093285082,69074.36802973229,1560.5464234731817,2818.991464964996,35423.79055319102,1408.5982023707656,178593.7282192222,155357.37008239035,24122.710886811383,5569.167794877556,698.3683671751774,84030.0409748558,12623.331779777043,3023.945240030485,492.231507369839,4.256063141305682,2.5937281999107493,97142.47632335499,49728.803736244554,6332.717966883501,18019.68873142837,1420.9341843818904,25214.692995418645,43630.22751100358,6900.48361996923,44716.037784761436,943.9493051099679,1262.1633935403509,1543.456688200612,1747.038879269287,4888.557313212906,176347.61785392952,12923.364617511243,571911.0578052276,7256.416739317075,56416.112395674136,73321.9629093757,6115.496356866354,7561.110531780694,17735.83327557491,19880.220442097652,6030.132250249651,0,45372298.260152765,12949721.126016317,86.21122335812805,244.27177512707124,12950051.609014804,18881803.18313823,458020.4039141418,19339823.58705237,2933003.324983193,25424.0167077981,207939.62380576038,3166366.9654967515,35456242.161563925,9720589.421716683,71107951
24,Manufacture of basic metals,17537.079724946725,1.9765671584353233,0,37.74842187069348,1226784.017526357,275955.8959759778,29156.093075428667,33010.573456515114,62803.83464487534,15606.207460441537,19417.56050447321,6482.893886832996,2.0779531549142938,55059.260479362085,67338.70162867369,914.6058604403066,366218.2860171653,2796529.775302518,26114.459684060996,144352.81338931088,43999.757942105454,5562203.103869965,4895372.953656648,174536.16400924377,3453655.649437596,1296148.6740228804,288042.4196056258,348123.8632506075,507215.7063785437,149160.62938130714,251969.02167344946,284943.8346433769,18796.357552355068,14871.151382373257,43425.623266128685,4274.069154433925,8136712.602196291,5146409.441863993,4919655.372077709,2011044.9592997422,429751.63170145266,468968.5935703096,93579.81604425597,37.128849080507294,0,7532.917077356615,236.5831621140308,196589.31676395494,5493.620380976979,0.029279829670098633,624.4051636045707,11240.657745548817,6474041.144730267,154944.40185217006,59468.13836699299,1667.1514116602652,0,4.312811563271244,65397.678488114434,464.22470413565696,299.58271795598887,309.08051361081334,20.365175220299438,946.8536284534753,811.8567338010903,5.416754614157159,3479.9638359696614,71.48138215179078,100.04387950491427,72.76301389159727,17611.886766890777,196.8335636734634,0,1.3531172492493933,64.05305484330165,0.16690318933837167,0.5656163638689263,21844.19034127685,0.14835839052299704,1671.7372668081093,4209.932444633175,76708.43795453296,114427.04992129689,0,50906780.731271654,20505211.184273906,0,1020.9027007674367,20506232.086974666,32820745.289292313,3588714.667603786,36409459.956896104,14077548.867858147,0,568550.2809000551,14646099.148758203,71561791.19262896,64293632.92390063,58174938.99999999
25,"Manufacture of fabricated metal products, except machinery and equipment",33788.60690479308,267.72996379860297,10285.276310202724,3.73589962269227,50247.58568849646,1631.5847605829374,13604.203505082372,2009.105905644986,18772.261155556844,3148.3221006743406,3510.4124954168847,5295.837495538955,385.85089666202157,74034.74216549871,182832.77982236227,12305.07257601302,20365.278593021176,82540.94096636049,279.0667671115271,129258.53328757711,21928.811997212044,4175615.8610124392,1322661.8784923425,47429.3955204614,1578985.429450703,789865.4673726179,496184.8371676322,52346.155272966964,63085.55336678087,62059.16762364548,97849.7809129351,14989.38260286245,28194.116682423457,5235.623372939199,7944.438093516806,678.4454807866449,1440515.0875101208,739955.0028735818,448179.08502804395,484513.1694379532,57683.179175658726,84120.91683630753,122930.86604691116,37745.489910465134,5021.049690503841,19516.718736228526,7421.433204038252,17413.846691115683,8352.595341345752,9618.04256207305,33704.0777770055,3631.897934857673,4689099.3654497005,66521.90111824848,143769.28718008715,1594.497944359759,23.994364374180012,13.83619564522073,120991.08547999116,28912.37199090171,63930.88948621315,79529.6740080233,4419.8708935209315,35133.32478520891,30292.815401561315,1308.2897283146112,24399.061821517425,13872.728780049412,19791.53270031012,17574.70448612221,133400.56112473726,16918.540982085626,593027.4382010672,26012.929031550575,63856.189231938544,3029.819927245986,595.3175978856736,48396.140457973015,20462.280208451757,9319.679745926342,2670.29009025835,13464.262823645196,59859.56811414927,0,19262135.97978956,7758944.675774768,1082.0237697968357,407.6666498187472,7760434.366194383,44237346.45147526,419405.307668053,44656751.759143315,4339140.528645721,1258.3595208088036,19334.320530155313,4359733.208696685,56776919.33403438,29223189.313823942,46815866
26,"Manufacture of computer, electronic and optical products",550.1112756623717,1.7322344885195247,28.582271319761915,6.537860245839312,50139.3127256181,804.9152951571162,2534.265578392058,1757.9402776821685,4059.465507984681,680.7840174492923,582.1675922286632,142.96010476256149,289.6652672874311,2480.12922490574,3864.9996519351853,1642.610601048287,313.5545959675271,2150.271293267831,154.1647480075173,1444.6418376590814,586.3747521651105,12410.220292828073,8493.939721136116,15154.678970636147,518636.00142871763,100985.60049641984,465.73554186396655,446.65263725559504,560.8117433754112,13798.027359246897,2210.447095209175,4453.668345538658,1709.1984700161559,71.66370957449018,225.02523937215975,0.5603510189818444,6332.145106427188,3495.109651069765,71302.26628867497,660.6684830802907,116673.61326202011,23766.723728396642,2533.0481669332335,700.7470263557645,586.3242155791767,3648.604723579928,2284.3332134921534,748.9987260510314,260.77728238547155,6669.846660286888,28063.05799230651,36271.77202186184,1033762.3561627876,699520.1658392028,175341.17437549258,3667.7212129540794,1160.0498823174366,6.895538637179689,63537.48583893453,14335.406767093364,5354.714844557411,17070.522173757334,4637.600931715331,4453.800201474765,11096.702555690836,128.07035300212527,1612.3604269954017,889.9887547303681,1298.3276555506905,1175.9620273241349,1478.740712543402,2720.7375529425162,34207.20809771927,2646.6458925925212,11230.65673226108,5429.444525627978,201.95309393122017,595.0933464484583,2646.8259837703854,4335.033020838266,4352.195237005802,65437.78247350985,102713.3356527516,0,3334880.412528105,16877990.68505246,374772.0026755293,344.8214723560183,17253107.509200342,33398364.494495053,593850.7398850505,33992215.23438011,9884053.238072533,77.01002105923786,157811.0825956252,10041941.330689222,61287264.07426967,62642034.48679777,1980110
27,Manufacture of electrical equipment,15136.027547823829,371.2750750467185,1129.241408598695,21.7819277748876,222301.21553423296,12645.021194204572,44949.53833131501,16599.70134048496,6845.45304684555,1103.811873539878,807.6012535232225,2310.566980724559,361.98336071885797,34882.6088326944,60961.53739471795,8686.730012512402,82112.96347139016,40444.217530693066,208.00603446269633,23602.272956744146,15925.557395177771,328343.7608696752,382498.939778401,38176.57526561525,1053711.285527276,186822.96486947962,29769.33928795929,25063.043932229146,24774.86413286969,24069.893870325228,24958.81587724435,6232.059821214451,1371.602343021983,593.3945054464311,278.31621697903836,128.46772037408334,1126810.268346407,255333.06214918185,1526749.6792210455,382506.0148938207,93818.63192995831,4441.525430948772,13165.964548873253,4403.916085046386,7371.776297175645,22409.973246921,1863.7437992834798,9007.485679598405,1932.9159197550966,2152.0803593070077,18640.845881545123,4434.463910582883,5212019.6036563255,133560.55807709415,135502.85522103772,2404.375180284579,0.46756128224338245,0.2742971489922007,113949.0708667187,2346.668276857054,3818.6903099836672,4518.942963800481,5406.264792289264,6190.899946301046,3838.3616376044833,1309.4260834524653,4077.5872238537227,5571.839535611294,4300.263840247813,1412.1289767478534,12421.951166809538,77699.12522555343,429641.2083329963,33380.269171267144,16213.715689332153,23114.85907917252,601.1830983380829,4026.8588912568666,6247.286612663789,1052.8371908062804,4405.677564094733,313002.38962593186,548082.998789154,0,13303361.423104804,13806123.64375814,0,56.175289528021466,13806179.81904767,54143901.61065055,334494.4869156015,54478396.09756616,4569810.540144434,0,187126.18307120004,4756936.723215634,73041512.63982946,49212255.06293427,37132618.99999999
